split_id,split_name,split_abbreviation,category_name,category_displayName,stat_name,stat_displayName,stat_abbreviation,stat_value,stat_displayValue,stat_perGameValue,stat_perGameDisplayValue,stat_rank,stat_rankDisplayValue
0,All Splits,Any,scoring,Scoring,defensivePoints,Defensive Points,DP,0,0,2,2,14,Tied-14th
0,All Splits,Any,scoring,Scoring,fieldGoals,Field Goals,FG,28,28,1,1,20,20th
0,All Splits,Any,scoring,Scoring,kickExtraPoints,Kick Extra Points,PAT,22,22,1,1,30,30th
0,All Splits,Any,scoring,Scoring,miscPoints,Miscellaneous Points,MISP,0,0,,,1,Tied-1st
0,All Splits,Any,scoring,Scoring,passingTouchdowns,Passing Touchdowns,PASS,18,18,1,1,24,Tied-24th
0,All Splits,Any,scoring,Scoring,receivingTouchdowns,Receiving Touchdowns,REC,18,18,1,1,24,Tied-24th
0,All Splits,Any,scoring,Scoring,returnTouchdowns,Return Touchdowns,RET,1,1,,,24,Tied-24th
0,All Splits,Any,scoring,Scoring,rushingTouchdowns,Rushing Touchdowns,RUSH,17,17,1,1,9,Tied-9th
0,All Splits,Any,scoring,Scoring,totalPoints,Total Points,PTS,330,330,19,19,24,24th
0,All Splits,Any,scoring,Scoring,totalPointsPerGame,Total Points Per Game,TP/G,19.412,19.4,,,24,24th
0,All Splits,Any,scoring,Scoring,totalTouchdowns,Total Touchdowns,TD,36,36,2,2,23,Tied-23rd
0,All Splits,Any,scoring,Scoring,totalTwoPointConvs,Total Two Point Conversions,2PT,4,4,,,2,Tied-2nd
0,All Splits,Any,scoring,Scoring,twoPointPassConvs,Two Point Pass Conversions,2PTPC,1,1,,,12,Tied-12th
0,All Splits,Any,scoring,Scoring,twoPointRecConvs,Two Point Receiving Conversion,2PTRCC,1,1,,,12,Tied-12th
0,All Splits,Any,scoring,Scoring,twoPointRushConvs,Two Point Rush Conversion,2PTRUC,3,3,,,2,2nd
0,All Splits,Any,scoring,Scoring,onePtSafetiesMade,One Point Safeties Made,OPSM,0,0,,,1,Tied-1st
0,All Splits,Any,miscellaneous,Miscellaneous,firstDowns,Total 1st downs,CMP,330,330,19,19,14,14th
0,All Splits,Any,miscellaneous,Miscellaneous,firstDownsPassing,Passing 1st downs,FDP,173,173,10,10,23,Tied-23rd
0,All Splits,Any,miscellaneous,Miscellaneous,firstDownsPenalty,1st downs by penalty,FDPEN,30,30,1,1,16,Tied-16th
0,All Splits,Any,miscellaneous,Miscellaneous,firstDownsPerGame,First Downs Per Game,FD/G,19.412,19.41,19,19,14,14th
0,All Splits,Any,miscellaneous,Miscellaneous,firstDownsRushing,Rushing 1st downs,FDR,127,127,7,7,6,6th
0,All Splits,Any,miscellaneous,Miscellaneous,fourthDownAttempts,First Downs Attempts,FDA,34,34,2,2,4,4th
0,All Splits,Any,miscellaneous,Miscellaneous,fourthDownConvPct,4th down %,4THC%,44.118,44.12,34.31399917602539,34.314,27,27th
0,All Splits,Any,miscellaneous,Miscellaneous,fourthDownConvs,Fourth Down Conversions,4THC,15,15,,,10,Tied-10th
0,All Splits,Any,miscellaneous,Miscellaneous,fumblesLost,Fumbles Lost,LST,6,6,,,25,Tied-25th
0,All Splits,Any,miscellaneous,Miscellaneous,possessionTimeSeconds,Possession Time Seconds,POSS,29879,29879,1757,"1,757",25,25th
0,All Splits,Any,miscellaneous,Miscellaneous,redzoneEfficiencyPct,Red Zone Efficiency Percentage,CMP,73.75,73.75,,,3,3rd
0,All Splits,Any,miscellaneous,Miscellaneous,redzoneFieldGoalPct,Red Zone Field Goal Percentage,RZFG%,25.58,25.58,,,20,Tied-20th
0,All Splits,Any,miscellaneous,Miscellaneous,redzoneScoringPct,Red Zone Scoring Percentage,RZ%,88.37,88.37,59,59,3,3rd
0,All Splits,Any,miscellaneous,Miscellaneous,redzoneTouchdownPct,Red Zone Touchdown Percentage,RZTD%,62.79,62.79,,,6,6th
0,All Splits,Any,miscellaneous,Miscellaneous,thirdDownAttempts,Third Down Attempts,3RDA,225,225,13,13,15,Tied-15th
0,All Splits,Any,miscellaneous,Miscellaneous,thirdDownConvPct,3rd down %,3RDC%,39.111,39.11,38.61399841308594,38.614,14,14th
0,All Splits,Any,miscellaneous,Miscellaneous,thirdDownConvs,Third Down Conversions,3RDC,88,88,5,5,13,Tied-13th
0,All Splits,Any,miscellaneous,Miscellaneous,totalGiveaways,Total Giveaways,TGV,18,18,,,22,Tied-22nd
0,All Splits,Any,miscellaneous,Miscellaneous,totalPenalties,Total Penalties,TPEN,101,101,5,5,11,Tied-11th
0,All Splits,Any,miscellaneous,Miscellaneous,totalPenaltyYards,Total Penalty Yards,TPY,859,859,50,50,10,10th
0,All Splits,Any,miscellaneous,Miscellaneous,totalTakeaways,Total Takeaways,TT,17,17,,,27,Tied-27th
0,All Splits,Any,miscellaneous,Miscellaneous,totalDrives,Total Drives,D,0,0,,,1,Tied-1st
0,All Splits,Any,miscellaneous,Miscellaneous,turnOverDifferential,Turnover Ratio,DIFF,-1,-1,,,19,19th
