2025-02-19 13:04:35,593 Tello instance was initialized. Host: '192.168.10.1'. Port: '8889'.
2025-02-19 13:04:35,696 'utf-8' codec can't decode byte 0xcc in position 0: invalid continuation byte
2025-02-19 13:04:35,753 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,910 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,943 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:46,977 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,011 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,045 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,078 Sending RC control: lr=100, fb=-100, ud=0, yaw=0
2025-02-19 13:04:47,112 Sending RC control: lr=100, fb=-100, ud=0, yaw=0
2025-02-19 13:04:47,145 Sending RC control: lr=100, fb=-100, ud=0, yaw=0
2025-02-19 13:04:47,180 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,212 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,246 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,280 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,314 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,348 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,382 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,415 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,449 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,482 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,517 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,550 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,584 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,618 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,663 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,696 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,732 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,766 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,800 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,833 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,867 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,901 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,935 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:47,967 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,003 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,035 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,070 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,114 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,148 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,181 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:48,214 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:48,250 Sending RC control: lr=0, fb=0, ud=0, yaw=100
2025-02-19 13:04:48,283 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,317 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,350 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,385 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,419 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,453 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,486 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,520 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,553 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,588 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,620 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,653 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,688 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,720 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,754 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,798 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,832 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,866 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,900 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,934 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:48,969 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,000 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,034 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,068 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,102 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,136 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,169 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,201 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,235 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,268 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,301 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,335 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,369 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,402 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,438 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,472 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,505 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,544 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,579 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:49,611 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:49,645 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:49,682 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:49,715 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:49,750 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:49,783 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:49,823 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:49,855 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:49,891 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:49,922 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:49,958 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:49,992 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,024 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,059 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,092 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,127 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,162 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,199 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,230 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,265 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,299 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,332 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,366 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,403 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,439 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,472 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,506 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,540 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,578 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:50,611 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:50,645 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:50,679 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:50,713 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:50,747 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:50,781 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:50,815 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:50,849 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:50,883 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:50,917 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:50,951 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:50,991 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,032 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,066 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,100 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,134 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,168 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,202 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,236 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,269 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,302 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,335 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,370 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,404 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,439 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,471 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,510 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,543 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,577 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,611 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,643 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,707 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,742 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,775 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,809 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,846 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,880 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,914 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,948 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:51,982 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,015 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,050 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,119 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,151 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,185 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,219 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,254 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,285 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,319 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,353 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,388 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,422 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,456 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,490 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,524 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,557 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,592 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,625 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,660 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,693 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,726 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,760 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,794 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,829 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,862 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,896 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,930 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:52,964 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:52,997 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,032 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,065 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,099 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,134 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,167 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,202 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,241 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,274 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,308 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,341 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,376 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,409 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,442 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,477 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,512 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,544 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,577 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,611 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,645 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,679 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,712 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,748 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,783 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,816 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,850 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,884 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,917 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,951 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:53,985 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,020 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,053 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,087 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,121 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,154 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,187 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,221 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,255 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,288 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,323 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,356 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,392 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,425 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,459 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,493 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,527 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,561 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,595 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,628 Sending RC control: lr=0, fb=100, ud=0, yaw=0
2025-02-19 13:04:54,667 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:54,709 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:54,743 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:54,777 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:54,810 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:54,846 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:54,878 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:54,911 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:54,947 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:54,980 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:55,016 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:55,049 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:55,082 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:55,116 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,149 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,183 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,217 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,250 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,288 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,323 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,356 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,417 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,452 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,491 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,533 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,567 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,601 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,634 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,668 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,703 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,736 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,769 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:55,803 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:55,837 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:55,869 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:55,904 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:55,937 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:55,971 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,005 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,039 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,072 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,106 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,139 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,172 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,227 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,264 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,300 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,334 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,372 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,408 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,442 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,476 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,509 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,543 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,576 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,609 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,642 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,690 Sending RC control: lr=0, fb=0, ud=0, yaw=0
2025-02-19 13:04:56,732 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:56,766 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:56,799 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:56,833 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:56,868 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:56,901 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:56,937 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:56,969 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,003 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,049 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,082 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,117 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,151 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,186 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,216 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,251 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,283 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,317 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,351 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,388 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,421 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,456 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,491 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,523 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,557 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,591 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,625 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,658 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,690 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,725 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,759 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,792 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,828 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,861 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,894 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,933 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
2025-02-19 13:04:57,965 Sending RC control: lr=0, fb=-100, ud=0, yaw=0
